doc_id,line_id,position,token,lemma,pos,translation,source
tatoeba_haw_tatoeba_raw,1,1,he,he,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,1,2,hapa,hapa,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,1,3,au,au,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,2,1,nui,nui,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,2,2,nā,nā,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,2,3,wāhine,wāhine,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,2,4,i,i,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,2,5,ka,ka,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,2,6,manao,manao,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,2,7,o,o,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,2,8,ka,ka,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,2,9,noho,noho,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,2,10,ilihune,ilihune,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,3,1,aole,aole,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,3,2,au,au,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,3,3,i,i,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,3,4,lawe,lawe,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,3,5,i,i,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,3,6,ka,ka,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,3,7,puke,puke,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,3,8,a,a,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,3,9,koma,koma,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,4,1,o,o,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,4,2,kou,kou,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,4,3,makuahine,makuahine,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,4,4,kēia,kēia,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,5,1,o,o,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,5,2,kou,kou,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,5,3,makuakāne,makuakāne,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,5,4,kēia,kēia,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,6,1,o,o,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,6,2,kau,kau,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
tatoeba_haw_tatoeba_raw,6,3,hana,hana,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw
