doc_id,line_id,position,token,lemma,pos,translation,source,raw_token
tatoeba_tahitian_tatoeba_raw,1,1.0,ua,ua,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,1,2.0,'amu,'amu,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,1,3.0,au,au,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,1,4.0,i,i,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,1,5.0,te,te,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,1,6.0,i,i'a,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,i'a
tatoeba_tahitian_tatoeba_raw,1,6.1,a,i'a,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,i'a
tatoeba_tahitian_tatoeba_raw,2,1.0,ua,ua,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,2,2.0,amu,amu,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,2,3.0,te,te,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,2,4.0,tāne,tāne,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,2,5.0,i,i,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,2,6.0,te,te,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,2,7.0,i,ia,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,ia
tatoeba_tahitian_tatoeba_raw,2,7.1,a,ia,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,ia
tatoeba_tahitian_tatoeba_raw,3,1.0,','ia,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,'ia
tatoeba_tahitian_tatoeba_raw,3,1.1,ia,'ia,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,'ia
tatoeba_tahitian_tatoeba_raw,3,2.0,o,ora,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,ora
tatoeba_tahitian_tatoeba_raw,3,2.1,ra,ora,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,ora
tatoeba_tahitian_tatoeba_raw,3,3.0,na,na,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,4,1.0,e,e,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,4,2.0,aha,aha,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,4,3.0,tō,tō,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,4,4.0,','oe,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,'oe
tatoeba_tahitian_tatoeba_raw,4,4.1,oe,'oe,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,'oe
tatoeba_tahitian_tatoeba_raw,4,5.0,huru,huru,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,5,1.0,maita'i,maita'i,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,5,2.0,roa,roa,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,6,1.0,māuruuru,māuruuru,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,7,1.0,māuruuru,māuruuru,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,7,2.0,roa,roa,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,8,1.0,'e,'e,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,9,1.0,e,e'ita,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,e'ita
tatoeba_tahitian_tatoeba_raw,9,1.1,ita,e'ita,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,e'ita
tatoeba_tahitian_tatoeba_raw,10,1.0,aita,aita,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,11,1.0,uua,uua,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,11,2.0,here,here,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,11,3.0,vau,vau,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,11,4.0,i,ia,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,ia
tatoeba_tahitian_tatoeba_raw,11,4.1,a,ia,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,ia
tatoeba_tahitian_tatoeba_raw,11,5.0,o,oe,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,oe
tatoeba_tahitian_tatoeba_raw,11,5.1,e,oe,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,oe
tatoeba_tahitian_tatoeba_raw,12,1.0,nana,nana,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,13,1.0,maeva,maeva,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,14,1.0,maita'i,maita'i,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,14,2.0,o,oe,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,oe
tatoeba_tahitian_tatoeba_raw,14,2.1,e,oe,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,oe
tatoeba_tahitian_tatoeba_raw,15,1.0,maita'i,maita'i,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,15,2.0,o,oe,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,oe
tatoeba_tahitian_tatoeba_raw,15,2.1,e,oe,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,oe
tatoeba_tahitian_tatoeba_raw,16,1.0,maita'i,maita'i,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,16,2.0,vau,vau,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,17,1.0,o,o,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,17,2.0,vai,vai,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,17,3.0,to,to,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,17,4.0,o,oe,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,oe
tatoeba_tahitian_tatoeba_raw,17,4.1,e,oe,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,oe
tatoeba_tahitian_tatoeba_raw,17,5.0,i,io'a,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,io'a
tatoeba_tahitian_tatoeba_raw,17,5.1,o'a,io'a,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,io'a
tatoeba_tahitian_tatoeba_raw,18,1.0,o,o,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,18,2.0,to,tom,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,tom
tatoeba_tahitian_tatoeba_raw,18,2.1,m,tom,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,tom
tatoeba_tahitian_tatoeba_raw,18,3.0,to,to'u,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,to'u
tatoeba_tahitian_tatoeba_raw,18,3.1,u,to'u,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,to'u
tatoeba_tahitian_tatoeba_raw,18,4.0,i,i'oa,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,i'oa
tatoeba_tahitian_tatoeba_raw,18,4.1,oa,i'oa,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,i'oa
tatoeba_tahitian_tatoeba_raw,19,1.0,o,o,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,19,2.0,vai,vai,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,19,3.0,to,to,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,19,4.0,o,oe,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,oe
tatoeba_tahitian_tatoeba_raw,19,4.1,e,oe,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,oe
tatoeba_tahitian_tatoeba_raw,19,5.0,i,io'a,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,io'a
tatoeba_tahitian_tatoeba_raw,19,5.1,o'a,io'a,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,io'a
tatoeba_tahitian_tatoeba_raw,20,1.0,o,o,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,
tatoeba_tahitian_tatoeba_raw,20,2.0,to,tom,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,tom
tatoeba_tahitian_tatoeba_raw,20,2.1,m,tom,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,tom
tatoeba_tahitian_tatoeba_raw,20,3.0,to,to'u,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,to'u
tatoeba_tahitian_tatoeba_raw,20,3.1,u,to'u,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,to'u
tatoeba_tahitian_tatoeba_raw,20,4.0,i,i'oa,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw,i'oa
