doc_id,line_id,position,token,lemma,pos,translation,source
tatoeba_fj_tatoeba_raw,1,1,bula,bula,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,2,1,ni,ni,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,2,2,sa,sa,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,2,3,yadra,yadra,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,3,1,ni,ni,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,3,2,sa,sa,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,3,3,bula,bula,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,4,1,ni,ni,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,4,2,sa,sa,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,4,3,bula,bula,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,5,1,ni,ni,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,5,2,sa,sa,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,5,3,moce,moce,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,6,1,ni,ni,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,6,2,sa,sa,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,6,3,moce,moce,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,7,1,sa,sa,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,7,2,dede,dede,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,7,3,da,da,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,7,4,sega,sega,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,7,5,ni,ni,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,7,6,sota,sota,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,8,1,sa,sa,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,8,2,dede,dede,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,8,3,da,da,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,8,4,sega,sega,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,8,5,ni,ni,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,8,6,sota,sota,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,9,1,vacava,vacava,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,9,2,tiko,tiko,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,10,1,vinaka,vinaka,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,11,1,vinaka,vinaka,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,12,1,vinaka,vinaka,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,12,2,vaka,vaka,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,12,3,levu,levu,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,13,1,vinaka,vinaka,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,13,2,vaka,vaka,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,13,3,levu,levu,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,14,1,jilou,jilou,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
tatoeba_fj_tatoeba_raw,15,1,jilou,jilou,UNKNOWN,,opus_tatoeba_v2023-04-12_fj_tatoeba_raw
