doc_id,line_id,position,token,lemma,pos,translation,source
tatoeba_sm_tatoeba_raw,1,1,'o,'o,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,1,2,ā,ā,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,1,3,mai,mai,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,1,4,'oe,'oe,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,2,1,faafetai,faafetai,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,2,2,lava,lava,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,3,1,ou,ou,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,3,2,te,te,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,3,3,lē,lē,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,3,4,fia,fia,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,3,5,alu,alu,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,3,6,i,i,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,3,7,le,le,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,3,8,āoga,āoga,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,4,1,ioe,ioe,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,5,1,na,na,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,5,2,ou,ou,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,5,3,fia,fia,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,5,4,alu,alu,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,6,1,ou,ou,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,6,2,te,te,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,6,3,lē,lē,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,6,4,fia,fia,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,6,5,alu,alu,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,6,6,i,i,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,6,7,le,le,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,6,8,āoga,āoga,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,7,1,na,na,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,7,2,ou,ou,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,7,3,fia,fia,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,7,4,alu,alu,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,8,1,ou,ou,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,8,2,te,te,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,8,3,fia,fia,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,8,4,ai,ai,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,9,1,o,o,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,9,2,au,au,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,9,3,o,o,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,9,4,ricardo,ricardo,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,10,1,tai,tai,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,10,2,lava,lava,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,11,1,ou,ou,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,11,2,te,te,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,11,3,alofa,alofa,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,11,4,ia,ia,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
tatoeba_sm_tatoeba_raw,11,5,te,te,UNKNOWN,,opus_tatoeba_v2023-04-12_sm_tatoeba_raw
