doc_id,line_id,position,token,lemma,pos,translation,source,raw_token
tatoeba_haw_tatoeba_raw,1,1.0,he,he,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,1,2.0,hapa,hapa,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,1,3.0,au,au,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,2,1.0,nui,nui,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,2,2.0,nā,nā,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,2,3.0,wāhine,wāhine,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,2,4.0,i,i,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,2,5.0,ka,ka,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,2,6.0,ma,manao,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,manao
tatoeba_haw_tatoeba_raw,2,6.1,nao,manao,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,manao
tatoeba_haw_tatoeba_raw,2,7.0,o,o,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,2,8.0,ka,ka,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,2,9.0,noho,noho,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,2,10.0,i,ilihune,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,ilihune
tatoeba_haw_tatoeba_raw,2,10.1,lihune,ilihune,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,ilihune
tatoeba_haw_tatoeba_raw,3,1.0,aole,aole,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,3,2.0,au,au,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,3,3.0,i,i,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,3,4.0,lawe,lawe,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,3,5.0,i,i,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,3,6.0,ka,ka,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,3,7.0,puke,puke,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,3,8.0,a,a,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,3,9.0,ko,koma,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,koma
tatoeba_haw_tatoeba_raw,3,9.1,ma,koma,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,koma
tatoeba_haw_tatoeba_raw,4,1.0,o,o,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,4,2.0,ko,kou,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,kou
tatoeba_haw_tatoeba_raw,4,2.1,u,kou,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,kou
tatoeba_haw_tatoeba_raw,4,3.0,ma,makuahine,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,makuahine
tatoeba_haw_tatoeba_raw,4,3.1,kuahine,makuahine,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,makuahine
tatoeba_haw_tatoeba_raw,4,4.0,kēia,kēia,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,5,1.0,o,o,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,5,2.0,ko,kou,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,kou
tatoeba_haw_tatoeba_raw,5,2.1,u,kou,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,kou
tatoeba_haw_tatoeba_raw,5,3.0,ma,makuakāne,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,makuakāne
tatoeba_haw_tatoeba_raw,5,3.1,kuakāne,makuakāne,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,makuakāne
tatoeba_haw_tatoeba_raw,5,4.0,kēia,kēia,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,6,1.0,o,o,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,6,2.0,ka,kau,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,kau
tatoeba_haw_tatoeba_raw,6,2.1,u,kau,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,kau
tatoeba_haw_tatoeba_raw,6,3.0,hana,hana,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,6,4.0,kēia,kēia,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,7,1.0,e,elua,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,elua
tatoeba_haw_tatoeba_raw,7,1.1,lua,elua,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,elua
tatoeba_haw_tatoeba_raw,7,2.0,au,au,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,7,3.0,pōpoki,pōpoki,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
tatoeba_haw_tatoeba_raw,8,1.0,he,he,UNKNOWN,,opus_tatoeba_v2023-04-12_haw_tatoeba_raw,
