doc_id,line_id,position,token,lemma,pos,translation,source
tatoeba_tahitian_tatoeba_raw,1,1,ua,ua,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw
tatoeba_tahitian_tatoeba_raw,1,2,'amu,'amu,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw
tatoeba_tahitian_tatoeba_raw,1,3,au,au,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw
tatoeba_tahitian_tatoeba_raw,1,4,i,i,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw
tatoeba_tahitian_tatoeba_raw,1,5,te,te,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw
tatoeba_tahitian_tatoeba_raw,1,6,i'a,i'a,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw
tatoeba_tahitian_tatoeba_raw,2,1,ua,ua,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw
tatoeba_tahitian_tatoeba_raw,2,2,amu,amu,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw
tatoeba_tahitian_tatoeba_raw,2,3,te,te,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw
tatoeba_tahitian_tatoeba_raw,2,4,tāne,tāne,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw
tatoeba_tahitian_tatoeba_raw,2,5,i,i,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw
tatoeba_tahitian_tatoeba_raw,2,6,te,te,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw
tatoeba_tahitian_tatoeba_raw,2,7,ia,ia,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw
tatoeba_tahitian_tatoeba_raw,3,1,'ia,'ia,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw
tatoeba_tahitian_tatoeba_raw,3,2,ora,ora,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw
tatoeba_tahitian_tatoeba_raw,3,3,na,na,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw
tatoeba_tahitian_tatoeba_raw,4,1,e,e,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw
tatoeba_tahitian_tatoeba_raw,4,2,aha,aha,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw
tatoeba_tahitian_tatoeba_raw,4,3,tō,tō,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw
tatoeba_tahitian_tatoeba_raw,4,4,'oe,'oe,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw
tatoeba_tahitian_tatoeba_raw,4,5,huru,huru,UNKNOWN,,opus_tatoeba_v2023-04-12_tahitian_tatoeba_raw
