doc_id,line_id,position,token,raw_token
tatoeba_rus,5415,1,мюриэл,Мюриэл
tatoeba_rus,5415,2,сейчас,сейчас
tatoeba_rus,5415,3,20,20.
tatoeba_rus,5446,1,я,Я
tatoeba_rus,5446,2,пойду,пойду.
tatoeba_rus,5468,1,ты,Ты
tatoeba_rus,5468,2,шутишь,шутишь?
tatoeba_rus,5469,1,это,Это
tatoeba_rus,5469,2,самая,самая
tatoeba_rus,5469,3,глупая,глупая
tatoeba_rus,5469,4,вещь,"вещь,"
tatoeba_rus,5469,5,которую,которую
tatoeba_rus,5469,6,я,я
tatoeba_rus,5469,7,когда-либо,когда-либо
tatoeba_rus,5469,8,говорил,говорил.
tatoeba_rus,5470,1,я,Я
tatoeba_rus,5470,2,не,не
tatoeba_rus,5470,3,хочу,хочу
tatoeba_rus,5470,4,быть,быть
tatoeba_rus,5470,5,жалким,"жалким,"
tatoeba_rus,5470,6,я,я
tatoeba_rus,5470,7,хочу,хочу
tatoeba_rus,5470,8,быть,быть
tatoeba_rus,5470,9,крутым,крутым!!
tatoeba_rus,5479,1,мне,Мне
tatoeba_rus,5479,2,всегда,всегда
tatoeba_rus,5479,3,было,было
tatoeba_rus,5479,4,интересно,"интересно,"
tatoeba_rus,5479,5,как,как
tatoeba_rus,5479,6,это,это
tatoeba_rus,5479,7,-,-
tatoeba_rus,5479,8,иметь,иметь
tatoeba_rus,5479,9,братьев,братьев
tatoeba_rus,5479,10,и,и
tatoeba_rus,5479,11,сестер,сестер.
tatoeba_rus,5492,1,время,Время
tatoeba_rus,5492,2,всегда,всегда
tatoeba_rus,5492,3,можно,можно
tatoeba_rus,5492,4,найти,найти.
tatoeba_rus,5538,1,теоретически,"Теоретически,"
tatoeba_rus,5538,2,я,я
tatoeba_rus,5538,3,занимаюсь,занимаюсь
tatoeba_rus,5538,4,математикой,математикой.
tatoeba_rus,5562,1,жаль,"Жаль,"
tatoeba_rus,5562,2,что,что
tatoeba_rus,5562,3,мне,мне
tatoeba_rus,5562,4,не,не
tatoeba_rus,5562,5,нужно,нужно
tatoeba_rus,5562,6,сбрасывать,сбрасывать
tatoeba_rus,5562,7,вес,вес.
tatoeba_rus,5628,1,изумление,"Изумление,"
tatoeba_rus,5628,2,удивление,удивление
tatoeba_rus,5628,3,-,-
tatoeba_rus,5628,4,это,это
tatoeba_rus,5628,5,первый,первый
tatoeba_rus,5628,6,шаг,шаг
tatoeba_rus,5628,7,на,на
tatoeba_rus,5628,8,пути,пути
tatoeba_rus,5628,9,к,к
tatoeba_rus,5628,10,постижению,постижению.
tatoeba_rus,5642,1,он,Он
tatoeba_rus,5642,2,был,был
tatoeba_rus,5642,3,бы,бы
tatoeba_rus,5642,4,рад,рад
tatoeba_rus,5642,5,услышать,услышать
tatoeba_rus,5642,6,это,это.
tatoeba_rus,5651,1,жизнь,Жизнь
tatoeba_rus,5651,2,прекрасна,прекрасна.
tatoeba_rus,337528,1,мне,Мне
tatoeba_rus,337528,2,не,не
tatoeba_rus,337528,3,надо,надо
tatoeba_rus,337528,4,было,было
tatoeba_rus,337528,5,поливать,поливать
tatoeba_rus,337528,6,цветы,цветы.
tatoeba_rus,337528,7,как,Как
tatoeba_rus,337528,8,только,только
tatoeba_rus,337528,9,я,я
tatoeba_rus,337528,10,закончил,"закончил,"
tatoeba_rus,337528,11,начался,начался
tatoeba_rus,337528,12,дождь,дождь.
tatoeba_rus,337659,1,ирландия,Ирландия
tatoeba_rus,337659,2,известна,известна
tatoeba_rus,337659,3,своим,своим
tatoeba_rus,337659,4,кружевом,кружевом.
tatoeba_rus,351209,1,я,Я
tatoeba_rus,351209,2,пробуду,пробуду
tatoeba_rus,351209,3,здесь,здесь
tatoeba_rus,351209,4,недолго,недолго.
tatoeba_rus,351216,1,лимоны,Лимоны
tatoeba_rus,351216,2,кислые,кислые.
tatoeba_rus,351552,1,я,Я
tatoeba_rus,351552,2,левша,левша.
tatoeba_rus,351725,1,они,Они
tatoeba_rus,351725,2,отложили,отложили
tatoeba_rus,351725,3,свой,свой
tatoeba_rus,351725,4,отъезд,отъезд
tatoeba_rus,351725,5,из-за,из-за
tatoeba_rus,351725,6,сильного,сильного
tatoeba_rus,351725,7,снегопада,снегопада.
tatoeba_rus,366816,1,я,Я
tatoeba_rus,366816,2,вчера,вчера
tatoeba_rus,366816,3,прочитал,прочитал
tatoeba_rus,366816,4,очень,очень
tatoeba_rus,366816,5,интересный,интересный
tatoeba_rus,366816,6,рассказ,рассказ.
tatoeba_rus,367249,1,когда,Когда
tatoeba_rus,367249,2,я,я
tatoeba_rus,367249,3,тебя,тебя
tatoeba_rus,367249,4,вижу,"вижу,"
tatoeba_rus,367249,5,я,я
tatoeba_rus,367249,6,всегда,всегда
tatoeba_rus,367249,7,вспоминаю,вспоминаю
tatoeba_rus,367249,8,о,о
tatoeba_rus,367249,9,кене,Кене.
tatoeba_rus,367944,1,я,Я
tatoeba_rus,367944,2,вегетарианец,вегетарианец.
tatoeba_rus,370798,1,все,Все
tatoeba_rus,370798,2,судьбы,судьбы
tatoeba_rus,370798,3,собрались,собрались
tatoeba_rus,370798,4,в,в
tatoeba_rus,370798,5,моем,моем
tatoeba_rus,370798,6,красном,красном
tatoeba_rus,370798,7,мире,мире.
tatoeba_rus,370851,1,воспитанность,Воспитанность
tatoeba_rus,370851,2,важнее,"важнее,"
tatoeba_rus,370851,3,чем,чем
tatoeba_rus,370851,4,знатный,знатный
tatoeba_rus,370851,5,род,род.
tatoeba_rus,370875,1,у,У
tatoeba_rus,370875,2,красивого,красивого
tatoeba_rus,370875,3,цветка,цветка
tatoeba_rus,370875,4,шипы,шипы
tatoeba_rus,370875,5,растут,растут.
tatoeba_rus,374146,1,потом,Потом
tatoeba_rus,374146,2,у,у
tatoeba_rus,374146,3,себя,себя
tatoeba_rus,374146,4,в,в
tatoeba_rus,374146,5,номере,номере
tatoeba_rus,374146,6,он,он
tatoeba_rus,374146,7,думал,думал
tatoeba_rus,374146,8,о,о
tatoeba_rus,374146,9,ней,"ней,"
tatoeba_rus,374146,10,о,о
tatoeba_rus,374146,11,том,том
tatoeba_rus,374146,12,что,что
tatoeba_rus,374146,13,завтра,завтра
tatoeba_rus,374146,14,она,"она,"
tatoeba_rus,374146,15,наверное,"наверное,"
tatoeba_rus,374146,16,встретится,встретится
tatoeba_rus,374146,17,с,с
tatoeba_rus,374146,18,ним,ним.
tatoeba_rus,374164,1,он,Он
tatoeba_rus,374164,2,сидел,сидел
tatoeba_rus,374164,3,на,на
tatoeba_rus,374164,4,постели,"постели,"
tatoeba_rus,374164,5,покрытой,покрытой
tatoeba_rus,374164,6,дешёвым,дешёвым
tatoeba_rus,374164,7,серым,"серым,"
tatoeba_rus,374164,8,точно,точно
tatoeba_rus,374164,9,больничным,"больничным,"
tatoeba_rus,374164,10,одеялом,одеялом.
tatoeba_rus,374168,1,странно,"Странно,"
tatoeba_rus,374168,2,что,что
tatoeba_rus,374168,3,ты,ты
tatoeba_rus,374168,4,ничего,ничего
tatoeba_rus,374168,5,не,не
tatoeba_rus,374168,6,знаешь,знаешь
tatoeba_rus,374168,7,на,на
tatoeba_rus,374168,8,этот,этот
tatoeba_rus,374168,9,счёт,счёт.
tatoeba_rus,374356,1,я,Я
tatoeba_rus,374356,2,встретил,встретил
tatoeba_rus,374356,3,твоего,твоего
tatoeba_rus,374356,4,друга,друга.
tatoeba_rus,375917,1,он,Он
tatoeba_rus,375917,2,чувствовал,чувствовал
tatoeba_rus,375917,3,себя,себя
tatoeba_rus,375917,4,очень,очень
tatoeba_rus,375917,5,одиноким,одиноким.
tatoeba_rus,375930,1,ты,Ты
tatoeba_rus,375930,2,недавно,недавно
tatoeba_rus,375930,3,с,с
tatoeba_rus,375930,4,ним,ним
tatoeba_rus,375930,5,познакомился,познакомился?
tatoeba_rus,376527,1,можно,Можно
tatoeba_rus,376527,2,ли,ли
tatoeba_rus,376527,3,вам,вам
tatoeba_rus,376527,4,помочь,помочь?
tatoeba_rus,380008,1,я,Я
tatoeba_rus,380008,2,привык,привык
tatoeba_rus,380008,3,тяжело,тяжело
tatoeba_rus,380008,4,работать,работать.
tatoeba_rus,380052,1,я,Я
tatoeba_rus,380052,2,хотел,хотел
