doc_id,line_id,position,token,raw_token
tatoeba_deu,85,1,ich,Ich
tatoeba_deu,85,2,werde,werde
tatoeba_deu,85,3,bald,bald
tatoeba_deu,85,4,zurück,zurück
tatoeba_deu,85,5,sein,sein.
tatoeba_deu,94,1,aus,Aus
tatoeba_deu,94,2,irgendeinem,irgendeinem
tatoeba_deu,94,3,grund,Grund
tatoeba_deu,94,4,hat,hat
tatoeba_deu,94,5,das,das
tatoeba_deu,94,6,mikrofon,Mikrofon
tatoeba_deu,94,7,gerade,gerade
tatoeba_deu,94,8,nicht,nicht
tatoeba_deu,94,9,funktioniert,funktioniert.
tatoeba_deu,98,1,es,Es
tatoeba_deu,98,2,ist,ist
tatoeba_deu,98,3,eine,eine
tatoeba_deu,98,4,schwere,schwere
tatoeba_deu,98,5,aufgabe,"Aufgabe,"
tatoeba_deu,98,6,zwischen,zwischen
tatoeba_deu,98,7,richtig,"""richtig"""
tatoeba_deu,98,8,und,und
tatoeba_deu,98,9,falsch,"""falsch"""
tatoeba_deu,98,10,zu,zu
tatoeba_deu,98,11,unterscheiden,"unterscheiden,"
tatoeba_deu,98,12,aber,aber
tatoeba_deu,98,13,man,man
tatoeba_deu,98,14,muss,muss
tatoeba_deu,98,15,es,es
tatoeba_deu,98,16,tun,tun.
tatoeba_deu,104,1,das,Das
tatoeba_deu,104,2,wird,wird
tatoeba_deu,104,3,nicht,nicht
tatoeba_deu,104,4,passieren,passieren.
tatoeba_deu,111,1,ich,Ich
tatoeba_deu,111,2,werde,werde
tatoeba_deu,111,3,sie,sie
tatoeba_deu,111,4,morgen,morgen
tatoeba_deu,111,5,anrufen,"anrufen,"
tatoeba_deu,111,6,wenn,wenn
tatoeba_deu,111,7,ich,ich
tatoeba_deu,111,8,zurückkomme,zurückkomme.
tatoeba_deu,133,1,wenn,Wenn
tatoeba_deu,133,2,ich,ich
tatoeba_deu,133,3,so,so
tatoeba_deu,133,4,sein,sein
tatoeba_deu,133,5,könnte,könnte...
tatoeba_deu,135,1,das,Das
tatoeba_deu,135,2,kommt,kommt
tatoeba_deu,135,3,auf,auf
tatoeba_deu,135,4,den,den
tatoeba_deu,135,5,zusammenhang,Zusammenhang
tatoeba_deu,135,6,an,an.
tatoeba_deu,139,1,wenn,Wenn
tatoeba_deu,139,2,ich,ich
tatoeba_deu,139,3,groß,groß
tatoeba_deu,139,4,bin,"bin,"
tatoeba_deu,139,5,will,will
tatoeba_deu,139,6,ich,ich
tatoeba_deu,139,7,ein,ein
tatoeba_deu,139,8,könig,König
tatoeba_deu,139,9,sein,sein.
tatoeba_deu,141,1,ich,Ich
tatoeba_deu,141,2,bin,bin
tatoeba_deu,141,3,so,so
tatoeba_deu,141,4,dick,dick.
tatoeba_deu,192,1,es,Es
